Region Name,Region Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Sumatera Barat, Prop.",IDN_Sumatera_Barat_Prop_ID.BR_1535_IDN026,Total Population (in number of people),SP.POP.TOTL,4236843,4275977.36783814,4353177.48767852,4413094.28295628,4518587.18887286,4573879.02737787,4606655.37680893,4667187.14866184,4727668.0235289,4787570.25538208,4846909,4933112,5000184,5066476,..
"Sumatera Barat, Prop.",IDN_Sumatera_Barat_Prop_ID.BR_1535_IDN026,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,66.26838,..,..,75.77143,..,78.35738,..,..,79.54546,..,..,85.9941234084231,..,..,..
"Sumatera Barat, Prop.",IDN_Sumatera_Barat_Prop_ID.BR_1535_IDN026,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,6.387867,..,..,4.342857,..,5.216426,..,..,4.004329,..,..,2.54652301665034,..,..,..
"Sumatera Barat, Prop.",IDN_Sumatera_Barat_Prop_ID.BR_1535_IDN026,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,24.67831,..,..,14.85714,..,13.98446,..,..,14.61039,..,..,11.4593535749265,..,..,..
"Sumatera Barat, Prop.",IDN_Sumatera_Barat_Prop_ID.BR_1535_IDN026,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,0.1838235,..,..,0.2285714,..,0.4439512,..,..,0.2164502,..,..,..,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Human Development Index,IDX.HDI,..,..,66,..,69.6,70.23,71.09,71.4,72.05,72.61,72.95,73.42,73.99,74.36,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Morbidity Rate (in %),SH.MORB.ZS,22.799,18.875,20.45,19.859,19.18,24.205,25.243,31.337,36.178,32.384,29.67838,27.18699,24.8840436339378,24.1594940423965,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,92.28,92.23,91.52,92.36,93.13,92.65,93.01,92.69,92.97,93.6,94.17,89.79,92.67,95.063171,96.13
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,59.62,58.28,53.46,59.41,64.81,59.97,68.01,64.97,65.42,65.88,66.27,64.12,67.75,71.784798,75.87
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,37.37,35.47,34.22,35.73,39.48,39.98,43.15,42.64,42.91,43,43.49,45.34,48.98,50.91777,57.92
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of hospitals,SH.HOSP.TOTL,35,..,..,37,..,50,..,..,..,..,..,51,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of Doctors,SH.DR.TOTL,..,..,..,955,..,1002,..,..,798,..,..,1157,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,3616,..,3048,..,..,9243,..,..,5179,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,1128,..,..,1202,..,1283,..,..,..,..,..,1120,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,1544,..,..,1299,..,1350,..,..,1164,..,..,271,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of schools at junior secondary level,SE.SCHL.JRSEC,1002,..,..,1108,..,1120,..,..,943,..,..,1488,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of schools at primary level,SE.SCHL.PRM,5306,..,..,5252,..,4871,..,..,3279,..,..,4957,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,426,..,..,409,..,612,..,..,404,..,..,888,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,124353,138444,160607,178209,210893,235560,221687,252377,259668,291058,307488.28
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,22.33,21.42,20.92,21.01,20.99,19.15,17.73,16.28,15.47,14.24,13.78,14.06,13.62
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Poverty Gap (index),SI.POV.NGAP,..,..,3.74,4.16,3.98,3.83,3.44,3.84,3.92,2.32,2.63,2.54,2.05,2.49,2.41
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,41317800,47100292,49500160,55938676,64319376,81531504,95928760,109895712,133664984,137331840,157772128,181780000,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Total Population (in number of people),SP.POP.TOTL,6321669,6419947.46103211,6508887.55956627,6601140.15113997,6674724.48130578,6814898.91257084,6990377.18075362,7105790.95705991,7221300.7365255,7336169.79175432,7450394,7598529,7714326,7828740,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,55.58546,..,..,52.60436,..,55.25558,..,..,57.7785,..,..,60.9250398724083,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,17.79946,..,..,20.09605,..,23.25414,..,..,22.47483,..,..,17.5757575757576,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,19.27995,..,..,19.91134,..,15.58675,..,..,17.44073,..,..,21.2121212121212,..,..,..
"Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_Prop_ID.SM_73622_IDN027,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,0.4037685,..,..,0.2216476,..,0.6479481,..,..,0.2923027,..,..,0.287081339712919,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Human Development Index,IDX.HDI,..,..,68.8,..,71.4,72.03,72.46,72.78,73.29,73.8,74.19,74.65,75.13,75.55,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Morbidity Rate (in %),SH.MORB.ZS,16.315,17.141,15.97,16.624,19.193,19.778,21.545,25.396,25.191,29.215,26.68233,25.44086,20.5491691827774,21.135587990284,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,94.23,94.87,93.8,94.62,93.61,92.58,93.96,93.91,94.26,94.47,95.33,91.46,93.26,95.597084,93.42
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,67.2,72.32,68.81,72.95,73.02,70.73,73.08,73.61,73.97,74.22,74.75,67.96,70.51,73.890388,72.32
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,51.26,50.85,48.81,53.03,56.65,51.71,54.14,54.84,55.1,55.3,55.71,57.83,60.02,62.185322,61.69
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of hospitals,SH.HOSP.TOTL,171,..,..,181,..,201,..,..,..,..,..,207,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of Doctors,SH.DR.TOTL,..,..,..,2187,..,2761,..,..,2442,..,..,2874,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,8792,..,7142,..,..,22611,..,..,12420,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,2018,..,..,2081,..,2068,..,..,..,..,..,2369,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,3248,..,..,2697,..,1896,..,..,2245,..,..,971,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of schools at junior secondary level,SE.SCHL.JRSEC,2236,..,..,2260,..,2269,..,..,1986,..,..,2923,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of schools at primary level,SE.SCHL.PRM,10124,..,..,9813,..,9118,..,..,7337,..,..,10005,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,1202,..,..,1056,..,1510,..,..,1199,..,..,2079,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,122615,143095,162677,178132,203514,230624,222898,262102,271738,311063,266528.08
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,15.84,15.8,14.93,14.68,15.01,13.9,12.55,11.51,11.31,11.33,10.67,10.39,8.26
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Poverty Gap (index),SI.POV.NGAP,..,..,2.37,2.63,2.32,2.21,2.52,2.17,2.07,1.78,2.04,1.84,1.55,1.72,1.28
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,69154112,79331336,89670152,103401368,118100504,139618320,160376800,181819728,213931696,236353616,275700224,314156928,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Total Population (in number of people),SP.POP.TOTL,11513973,11603079.9993422,11693460.243753,11798430.3477839,11953862.9473236,12111253.4404832,12361115.3812078,12520354.9928413,12677626.9649649,12831627.3329004,12982204,13220936,13408202,13590250,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,48.9597,..,..,48.09444,..,49.33876,..,..,49.93931,..,..,57.1801112656467,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,22.04311,..,..,19.33445,..,18.81994,..,..,19.29946,..,..,11.3873435326843,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,26.74789,..,..,30.87934,..,31.0885,..,..,29.68615,..,..,30.8240611961057,..,..,..
"Sumatera Utara, Prop.",IDN_Sumatera_Utara_Prop_ID.SA_73621_IDN028,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,0.3373946,..,..,0.1673173,..,0.2441506,..,..,0.3468008,..,..,0.608484005563282,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Human Development Index,IDX.HDI,..,..,..,..,..,..,..,59.29487,59.87265,..,..,61.42,..,63.05,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Morbidity Rate (in %),SH.MORB.ZS,..,..,..,..,..,..,..,59.29742,51.84842,47.24661,30.43603,39.26738,29.8477560281754,23.2341691851616,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,..,..,..,..,..,..,..,90.76,87.08,86.14,89.61,90.25,90.88,92.359291,92.73
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,..,..,..,..,..,..,..,47.33,43.45,41.04,37.17,42.16,40.45,50.124466,53.14
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,..,..,..,..,..,..,..,27.03,28.31,19.94,26.5,29.23,19.55,33.831821,36.95
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of hospitals,SH.HOSP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of Doctors,SH.DR.TOTL,..,..,..,..,..,..,..,..,8,..,..,8,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,..,..,..,..,..,100,..,..,31,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,..,..,..,..,..,..,..,..,..,..,..,22,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,..,..,..,..,..,..,..,..,65,..,..,32,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of schools at junior secondary level,SE.SCHL.JRSEC,..,..,..,..,..,..,..,..,43,..,..,24,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of schools at primary level,SE.SCHL.PRM,..,..,..,..,..,..,..,..,194,..,..,69,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,..,..,..,..,..,..,..,..,10,..,..,4,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,..,..,116754,179317,184198,208494,227436,249895,272036,286490
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,..,..,..,..,..,42.96,36.45,34.27,29.87,27.93,27.67,26.87,25.78
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Poverty Gap (index),SI.POV.NGAP,..,..,..,..,..,..,..,7.36,16.22,5.57,4.92,4.56,4.23,4.6,3.28
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Total Population (in number of people),SP.POP.TOTL,..,..,..,..,..,..,250691,255961,261211,266408,62485,292798,299534,306195,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,..,..,..,..,..,..,..,..,32.29,..,..,51.16279,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,..,..,..,..,..,..,..,..,8.33,..,..,11.62791,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,..,..,..,..,..,..,..,..,59.38,..,..,34.88372,..,..,..
"Sumba Barat Daya, Kab.",IDN_Sumba_Barat_Daya_18298,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Human Development Index,IDX.HDI,..,..,..,..,58.71079,59.75602,60.14269,60.81693,62.17382,..,..,64.31,..,65.49,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Morbidity Rate (in %),SH.MORB.ZS,37.66637,25.95243,34.96885,37.57123,35.51861,29.26623,33.41343,52.4337,47.02859,46.83533,47.5948,43.53328,40.2520179748535,50.4302740097046,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,77,77.01,80.29,79.26,83.65,77.53,80.62,85.75,87.17,92.28,95.24,93.45,95.36,94.363434,96.67
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,24.4,22.43,30.98,24.65,33.45,34.45,35.21,38.07,35.7,47.26,53.2,56.08,39.27,59.856224,58
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,9.93,5.67,12.63,15.46,13.79,18.13,23.85,16.88,26.86,50.68,38.32,35.01,43.24,46.279682,52.02
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of hospitals,SH.HOSP.TOTL,3,..,..,3,..,5,..,..,..,..,..,3,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of Doctors,SH.DR.TOTL,..,..,..,25,..,35,..,..,12,..,..,17,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,245,..,164,..,..,54,..,..,46,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,68,..,..,76,..,78,..,..,..,..,..,18,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,117,..,..,134,..,111,..,..,26,..,..,23,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of schools at junior secondary level,SE.SCHL.JRSEC,50,..,..,59,..,60,..,..,3,..,..,30,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of schools at primary level,SE.SCHL.PRM,323,..,..,325,..,325,..,..,36,..,..,85,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,17,..,..,10,..,17,..,..,..,..,..,12,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,109713,128931,142042,159963,174315,197307,219135,238202,257372,269793
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,47.32,43.5,42.04,42.77,45.18,42.74,37.85,35.39,31.71,29.84,29.56,28.92,27.79
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Poverty Gap (index),SI.POV.NGAP,..,..,9.93,11.21,10.32,11.19,9.37,7.93,13.19,7.23,6.45,5.22,5.67,4.34,4.51
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Total Population (in number of people),SP.POP.TOTL,365200,373250,381350,389450,393075,400653,102234,104383,106524,108644,110993,113691,115672,117787,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,58.85,..,..,41.15,..,60.42,..,..,30.19,..,..,50,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,18.23,..,..,28.65,..,6.25,..,..,9.43,..,..,..,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,22.92,..,..,29.69,..,32.29,..,..,60.38,..,..,50,..,..,..
"Sumba Barat, Kab.",IDN_Sumba_Barat_Kab_18157,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,0.52,..,1.04,..,..,..,..,..,..,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Human Development Index,IDX.HDI,..,..,..,..,..,..,..,58.62617,59.00879,..,..,61.22,..,62.29,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Morbidity Rate (in %),SH.MORB.ZS,..,..,..,..,..,..,..,40.55375,39.83675,52.19778,50.16674,44.34735,51.9003093242645,57.9785645008087,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,..,..,..,..,..,..,..,82.26,82.31,94.04,95.43,95.63,94.73,96.421204,97
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,..,..,..,..,..,..,..,36.03,31.74,49.66,42.42,61.5,53.27,52.054512,62.98
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,..,..,..,..,..,..,..,21.83,29.4,30.9,43.18,39.63,42.23,43.28989,52.55
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of hospitals,SH.HOSP.TOTL,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of Doctors,SH.DR.TOTL,..,..,..,..,..,..,..,..,3,..,..,22,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,..,..,..,..,..,37,..,..,124,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,..,..,..,..,..,..,..,..,29,..,..,47,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of schools at junior secondary level,SE.SCHL.JRSEC,..,..,..,..,..,..,..,..,12,..,..,51,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of schools at primary level,SE.SCHL.PRM,..,..,..,..,..,..,..,..,59,..,..,195,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,..,..,..,..,..,..,..,..,2,..,..,14,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,..,..,123370,144672,145321,164489,184100,199198,216218,227297
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,..,..,..,..,..,43.05,38.65,35.83,34.02,32.1,32.05,31.93,31.4
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Poverty Gap (index),SI.POV.NGAP,..,..,..,..,..,..,..,8.36,7.88,8.34,4.5,5.22,5.97,6.45,5.84
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Total Population (in number of people),SP.POP.TOTL,..,..,..,..,..,..,57750,58964,60173,61370,284903,63983,65070,66314,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,..,..,..,..,..,..,..,..,60.47,..,..,29.16667,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,..,..,..,..,..,..,..,..,13.95,..,..,9.375,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,..,..,..,..,..,..,..,..,25.58,..,..,61.45833,..,..,..
"Sumba Tengah, Kab.",IDN_Sumba_Tengah_18299,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,..,..,..,..,..,..,..,..,2.325581,..,..,..
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Human Development Index,IDX.HDI,..,..,..,..,58.74594,59.5605,60.01704,60.25553,60.80181,..,..,62.5,..,63.8,..
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Morbidity Rate (in %),SH.MORB.ZS,51.55479,53.15663,55.74418,54.36494,47.16011,44.56552,49.55837,59.57623,55.68226,56.28358,59.78093,56.28049,58.0106496810913,57.7490270137787,..
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,87.31,89.09,82.46,90.06,87.79,80.78,90.03,88.8,88.81,89.91,94.74,92.94,94.34,91.871483,93.06
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,37.35,38.8,38.5,30.51,46.48,43.8,43.53,44.16,39.19,45.98,51.52,54.99,46.74,45.756344,70.94
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,24.48,20.91,22.57,25.2,32.44,25.7,27.43,37.5,41.73,33.83,34.76,43.8,40.2,49.736889,55.26
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Number of hospitals,SH.HOSP.TOTL,2,..,..,2,..,2,..,..,..,..,..,3,..,..,..
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Number of Doctors,SH.DR.TOTL,..,..,..,24,..,27,..,..,27,..,..,32,..,..,..
"Sumba Timur, Kab.",IDN_Sumba_Timur_Kab_18158,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,187,..,178,..,..,157,..,..,163,..,..,..
